additional_cards_rules_key;Extra Kártyák
nr100_poi_07_desc;Felség! Melitele papnôi esedezve kérik, tegyen felajánlást. Azt mondják, az istennô rámosolyog azokra, akik térdet hajtanak az oltára elôtt... És ajándékot helyeznek el a lába elôtt – aranyból.
nr100_poi_07_opt_a;Az istenekkel harmóniában együtt élni fontos számunkra. Nem fogom megtagadni az istennôtôl, ami jár neki.
nr100_poi_07_opt_b;Gorombaság volna nyíltan visszautasítani... Ám legyen, egy szerény ajándékot felajánlhatok.
nr100_poi_07_opt_c;Úgy látom, nem Melitele, hanem a papnôk profitálnának a legtöbbet az aranyaimból. Nem, efféle áldozatot nem engedhetünk meg.
nr100_poi_08_letter;Az idô minden sebet begyógyít, mondják. Hogy az emlékek megkopnak. Hogy a rémálmoknak vége szakad, és megszûnik a fájdalom. Mégis, nyolc esztendô is eltelt már, hogy hátat fordítottam a világnak. Csak az imák, a gyónás, az elmélkedés maradt.\n\nNéha eltûnôdöm azon, miben alakult volna másképp az életem, ha visszautasítom azt az utolsó korsó sört, ha idôben észreveszem a gyermeket, ha gyorsabban húzom vissza a gyeplôt.\n\nEgykor megbocsátásért imádkoztam. Most már csak a végért imádkozom. Jöjjön el mihamarabb!
nr100_poi_08_letter_title;A remete naplója
nr100_poi_09_desc;Asszonyom! Egy rémség meggyalázta a kripták egyikét, otthagyta a mocskát a szent sírokon. Csontok borítják a padlót – és kincsek, tömérdek mennyiségben... Háború van, Felség. A holtak már úgysem nem veszik hasznát... Nemdebár?
nr100_poi_09_opt_a;A holtak már csak holtak. Kerítsen egy szekeret, és pakolják fel az értékeket.
nr100_poi_09_opt_b;Ne essen több gyalázat ezen a helyen. Hagyják a kincset. Zárják le a sírboltot.
nr100_poi_09_opt_c;Még fontolóra veszem a dolgot. Egyelôre folytatnunk kell utunkat.
nr100_poi_10_desc;Felség, Spalla Bitangjai lemészároltak egy egész falut. Szemtanúk állítják, hogy a jó népek megtagadták a segítséget a banditáktól. Vajon megengedhetjük magunknak, hogy tisztességes és méltó módon elföldeljük ezeket a szegény lelkeket?
nr100_poi_10_opt_a;Természetesen. Tiszteletben tartjuk a helyi hagyományokat, és a lelkük után küldjük a testüket is.
nr100_poi_10_opt_b;Nincs idônk meggyászolni ôket. Tovább kell nyomulnunk elôre.
nr100_poi_11_key_name;Rozsdás kulcs
nr100_poi_11_letter;Ránk mosolygott a szerencse! Azok a papnôk bevették a mesémet, a siránkozást, meg mindent! Felfogadtak növendéknek, de a pincekulcs megkaparintása már kicsit trükkösnek bizonyult. És mégis, itt pihen a markomban. Odalent a kincsek a padlótól a plafonig érnek! Áldottak az istenek! Várj reám holnap éjfélkor, a déli fal alatti töltés tövében. Annyit emelek el, amennyit csak bírok.\n\nU.i.: Légy résen! Valószínüleg csak dajkamese, de azt beszélik, valamiféle ocsmányság vert tanyát az erdôben.
nr100_poi_11_letter_title;Feltekert jegyzet
nr100_poi_12_letter;Fiam,\n\nújfent adószedôk jártak Gazdagégetôben. Most is épp csak hogy ki fogjuk húzni valahogy. Szûkösen ugyan, de legalább a királynô hozathat majd magának újabb zerrikániai szônyeget. Vigye el a démon, azt mondom! Szedj össze a kunyhóban mindent, amit értékesnek gondolsz, és csavard bele zsírzott birkabôrbe. Aztán vidd ki a mezôre, és ásd el a kévék között. Ezeknek az átkozott adószedôknek be kell majd érniük azzal a kis alamizsnával, amit odaadunk.
nr100_poi_12_letter_title;Gazdagégetôben talált üzenet
nr100_poi_12_map_title;A jobbágy térképe
nr100_poi_13_desc;Úrnôm, a helyiek azt állítják, a barlang kincset rejt. Küldhetünk egy kisebb egységet, hogy kiderítsék, mennyi igaz a szóbeszédbôl. Megvallom, számomra meglehetôsen gyanús ez az egész. Nem látok rá garanciát, hogy mindenki egy darabban vissza fog térni – már ha egyáltalán bárki is visszatér...
nr100_poi_13_opt_a;Járjunk a híresztelés végére. Húzzanak az emberek sorsot, hogy eldôljön, kik mennek be.
nr100_poi_13_opt_b;Ha az összes paraszt szavának hitelt adnánk, akkor végül minden egyes üregbe aláereszkednénk a sárkány és a hegyekben álló aranya után kutatva. Nem, ennek a pletykának nem adunk hitelt.
nr100_poi_14_desc;Királynôm! Az elpusztított sírok egyike egy tünde varázslóé volt. Talán taláhatunk valami értékeset. De elôbb némi ráfordítás árán meg kell szabadulnunk a törmelékektôl.
nr100_poi_14_opt_a;Ám legyen. Adjanak szerszámokat az embereknek, aztán munkára!
nr100_poi_14_opt_b;Nincs vesztegetni való idônk. Továbbmegyünk.
nr100_poi_15_desc;Felség! Egy vándorkereskedô tartózkodik a faluban. Arra kéri Felségedet, méltóztassék megtekinteni a portékáit, és ígéri, az árai igazán barátiak.
nr100_poi_15_opt_a;Nincs szükségünk semmire. Viszont eladhatnánk egyet s mást.
nr100_poi_15_opt_b;Miért is ne. Van elég pénzünk. Kereskedjünk!
nr100_poi_15_opt_c;Értesítsék a kereskedôt, hogy jelen pillanatban sokkal sürgetôbb teendôim vannak.
nr100_poi_16_letter;Bolyhos Kis Nyulam,\n\nfáj a szívem, de nem tudok most meglépni. Olyan sokan érkeztek a faluba, hogy lehetetlen volna észrevétlenül kisurrannom. Már egy mesét is kitaláltam, amit a nénéimnek beadhatok, hogy el tudjak szökni, ha csak néhány órácskára is. Sikerült némi ezüstnemût is a ruhám alá rejtenem, de úgy gondolom, jobb volna egyelôre itt hagyni, és majd visszatérni akkor, ha már alábbhagyott a ribillió. Hamarosan lesz annyink, hogy elkezdhessük az új életünket! Együtt!\n\nMindig vigyázni fogok rád. Örökkön a tiéd,\n\n- B
nr100_poi_16_letter_title;Szerelmeslevél
nr100_poi_16a_key_name;Közönséges kulcs
nr100_poi_16a_letter;Bizonyosodj meg arról, hogy senki se lát. Az emberek már így is beszélnek.\n\n- Szeretett B-d
nr100_poi_16a_letter_title;Üzenet
nr100_poi_17_desc;Úrnôm, az embereinket megviselte a menetelés. Némi pihenô ebben a fogadóban jót tenne nekik. Semmi sem fokozza úgy a morált, mint az élôzene, és egy jeges korsó Vizimai Bajnok...
nr100_poi_17_opt_a;Remek ötlet. Mondja meg a fogadósnak, hogy a legjobb hordó sörét verje csapra.
nr100_poi_17_opt_b;Legyen így. Szóljon a fogadósnak, hogy kásával és vízzel szolgáljon.
nr100_poi_17_opt_c;Hogy megálljunk? Sörért? Egy hadsereget vezetek, nem pedig vadászcsapatot. Tovább, elôre!
nr100_poi_18_desc;Felség! A halászok valami fura tárgyat halásztak ki a Javinából. Azt állítják, hogy mágikus aura lengi körül, vagy valami afféle. Mert hogy nekik nincs hasznukra, egy szerény összegért cserébe hajlandóak megválni tôle...
nr100_poi_18_opt_a;A mágikus tárgyak és ritkaságok a korona jogos tulajdonát képezik. Konfiskálják el máris.
nr100_poi_18_opt_b;Ám legyen. Lássuk, mit találtak. Fizessék ki ôket!
nr100_poi_18_opt_c;Valami régi bakancs, vagy egy rézlámpás, semmi kétség... Haladjunk tovább.
nr100_poi_19_desc;Királynôm! Valami felkavarta az alattvalóit. Az egyik tehén egy kétfejû borjat ellett – ami a népek szerint a közelgô háború elôjele. Kérhetné Melitele papnôit, hogy ôk ûzzék el a bajt – de annak ára van...
nr100_poi_19_opt_a;A pénz nem számít. Hívassák a papnôket!
nr100_poi_19_opt_b;Jobb ötletem van. Vágják le a borjat, aztán folytassuk utunkat.
nr100_poi_20_letter;Drága Bitang Ebeim,\n\namint megszabadítottátok a jámbor papnôket a felesleges csecsebecséiktôl, induljatok délnek, egyenesen Lord Clayton birtokára. Azt beszélik, nem kis summát kuporgatott össze a kevéssé bájos leányának. De hát meg lehet venni pénzen a szeretetet? Ugye, hogy nem! Mentsünk meg egy szegény ördögöt a boldogtalan házasságtól, azt mondom!\n\nAz Ebek Hercege,\nCsahosok Grófja,\nBolhafészkek Királya,\nCsavargó Ôfelsége,\nÔ Blöki Urasága,\n- G
nr100_poi_20_letter_title;Banditák parancsai
nr100_poi_21_letter;Ardal aep Dahy tábornoktól, fôkancellártól, a "Kelet" Hadseregcsoport parancsnokától\nEowyn var Gleiwydd ezredesnek\n\nElsôdleges célja Dravográd bevétele legyen. A város elfoglalása – már a háború elsô napjaiban – további nyomatékot ad majd szövetségeseink szavainak, miközben a lyriai nemességgel tárgyalnak. Meve királynô miatt felesleges nyugtalankodnia. A jelentések szerint most lépte át a határt jelentéktelen haderô kíséretében. Semmilyen veszélyt nem jelent Önre nézve.
nr100_poi_21_letter_title;Levél var Gleiwydd ezredesnek
nr100_poi_22_letter;KIÁLTVÁNY\n\nA meghódított területek lakossága ehelyütt értesíttetik, miszerint a Birodalom háborús törekvéseinek bárminemû hátráltatása a legszigorúbb büntetést vonja maga után.\n\nHael Ker'zaer!\n\n- Ardal aep Dahy tábornok\nfôkancellár, a "Kelet" Hadseregcsoport fôparancsnoka
nr100_poi_22_letter_title;Nilfgaardi kiáltvány
nr100_poi_23_desc;Úrnôm! A korábban Lord Clayton szolgálatában álló dolgozók csatlakozni szándékoznak a seregéhez. Néhány óra leforgása alatt megtaníthatom ôket arra, hogy a kard melyik végével szúrjanak az ellenség felé. Csak némi pénzmagba kerül...
nr100_poi_23_opt_a;Természetesen. Háborús idôkben az újoncok elutasítása balgaság volna.
nr100_poi_23_opt_b;Attól tartok, más célra kell tartalékolnunk most.
nr100_poi_24_desc;Felség! Emberek vannak odabent! Valószínûleg bezárkóztak, hogy biztonságban legyenek a nilfgaardiaktól. De azok a szukafattyak rájuk gyújtották az épületet! Tennie kell valamit! A tetô mindjárt megadja magát!
nr100_poi_24_opt_a;Önkénteseket kérek a falusiak megsegítésére. Most! Nincs vesztegetni való idô.
nr100_poi_24_opt_b;Nem... Félek, nem lehet. Bármelyik pillanatban összeroskadhat. Túl nagy a kockázat.
nr100_poi_25_letter;Malcolm,\n\naz utak veszélyesek. Mostanság több a Fekete odakint, mint a szúnyog. Egyenesen lehetetlen eljutni Dravográdba. Ideiglenesen egy titkos dobozban rejtettem el a "motyót" a templommal szemben lévô kocsma oldalában. Majd eldöntjük, hogyan hozzuk el onnan, ha kissé alábbhagyott a szarvihar. Addig is próbálj nem meghalni.
nr100_poi_25_letter_title;Malcolm jegyzete
nr100_poi_25_map_title;Malcolm térképe
nr100_poi_26_desc;Felség! Egy kereskedônek volna egy ajánlata az Ön számára. Mert háború közeleg, kénytelen volt bezárni a boltját, és felajánlja nekünk a teljes megmaradt árukészletét. Cserébe csak annyit kér, hogy néhány emberünk kísérje el a legközelebbi városig.
nr100_poi_26_opt_a;Legyen így. Jelöljön ki néhány újoncot! Megkapja a kíséretét.
nr100_poi_26_opt_b;Jelenleg nem tudom elfogadni a feltételeit. De még megfontolás tárgyává teszem.
nr100_poi_27_desc;Felség... A birtok tulajdonosa kompenzációt követel a tulajdonában esett háborús károkért. Azt állítja, Ön nem teljesítette királyi kötelességét, miszerint megvédi e földet a nilfgaardi inváziótól.
nr100_poi_27_opt_a;Igaza van. Én vagyok érte a felelôs. Megkapja, ami jár.
nr100_poi_27_opt_b;Meg fogja kapni, ami jár... Korbácsolást, és helyet a családjának a seregemben!
nr100_poi_27_opt_c;Felméretem a károkat, amint visszatér a béke e földekre. Jelenleg sürgetôbb ügyekkel kell foglalkoznom.
nr100_poi_28_desc;Felség! Egy földcsuszamlás torlaszolja el elôttünk az utat! Az emberek megtisztíthatnák, ha úgy parancsolja, de teljesen kimerültek a meneteléstôl és a harcoktól...
nr100_poi_28_opt_a;Ezüstöt mindegyiknek... és rögvest elmúlik majd a kimerültségük. Munkára!
nr100_poi_28_opt_b;Senki sem pihenhet mindaddig, amíg Nilfgaard az otthonainkat gyalázza. Hadd panaszkodjanak. Fogják ôket munkára!
nr100_poi_28_opt_c;Hmm. Úgy tûnik, nincs más választásunk, mint kerülôt tenni.
nr100_poi_29_letter;Ardal aep Dahy tábornoktól, fôkancellártól, a "Kelet" Hadseregcsoport parancsnokától\nEowyn var Gleiwydd ezredesnek\n\nTovábbi erôforrásokat indíttattam útnak, hogy újabb szövetségesekre tegyünk szert a régióban. A jelentések szerint a dolog oroszlánrésze már mögöttünk van. Ne legyen hiányérzete az északiaknak, ne fukarkodjon. Nemsokára úgyis visszaadnak nekünk mindent. Kamatostul.
nr100_poi_29_letter_title;Levél var Gleiwydd ezredesnek
nr100_poi_30_desc;Úrnôm! A falusiak rettegnek a nilfgaardi fosztogatók támadásai miatt. Arra kérik, hagyjon hátra egy egységet a falu védelmére.
nr100_poi_30_opt_a;Természetesen, ôk az alattvalóim. Meg kell tennem mindent, hogy baj ne érje ôket.
nr100_poi_30_opt_b;Amennyiben saját zsebbôl hajlandóak kifizetni a katonáimat, úgy legyen.
nr100_poi_30_opt_c;Nem tehetem. Keressenek menedéket Dravográd falai mögött, amíg elcsitulnak a kedélyek.
nr100_poi_31_desc;Felség, egy közeli kunyhóban lakik egy javasasszony, aki a helyi parasztok körében nagy megbecsülésnek örvend. Kencéi és fôzetei számos sebet begyógyítottak, és sok életet megmentettek már. Kíván orvosságokat beszerezni a készleteibôl?
nr100_poi_31_opt_a;Miért is ne.
nr100_poi_31_opt_b;Talán majd máskor.
nr100_poi_32_desc;Királynôm, a lovasaink jelentették, hogy sok lovuk patkoltatásra szorul. Úgy hallottuk, hogy van ebben a faluban egy kovács, aki patkót is készít, és patkolást is vállal. De megkéri az árát...
nr100_poi_32_opt_a;Fizessék meg! Gondoskodnunk kell arról, hogy a katonáink megfelelôen legyenek felszerelve.
nr100_poi_32_opt_b;Az ürdüng vigye el! Üssék ki egy-két fogát, az kellôképp ösztönzôleg hat majd rá.
nr100_poi_32_opt_c;Kár. A lovainknak így még egy kicsit tovább ki kell bírniuk.
nr100_poi_33a_desc;Úrnôm! A viskó lakójának, egy Bogan nevû parasztnak üzenete van az Ön számára. Azt állítja, látott valakit az éjszaka leple alatt valamiféle kincset elásni a gyümölcsöskertek közelében. Egy kisebb összegért cserébe hajlandó térképet rajzolni a helyhez...
nr100_poi_33a_map_title;Bogan térképe
nr100_poi_33a_opt_a;Rendben. Adják oda neki, amennyit kér.
nr100_poi_33a_opt_b;Megrajzolja nekünk azt a térképet, de nem kap érte semmit. Vesszôztesse meg, ha tiltakozna.
nr100_poi_33a_opt_c;Mondja meg neki, hogy nem érdekel.
nr100_poi_33b_desc;Felség! Bogan igazat beszélt: a láda azon a helyen volt elásva, amit a térképén jelölt. Ám tudnia kell róla, hogy a Cartwrightok címerét találtuk az ezüstnemûkbe vésve... Úgy tûnik, elrejtette azon ingósságait, amiket a törvény értelmében a királyi kincstárnak lett volna köteles beszolgáltatni a családja tartozásai fejében.
nr100_poi_33b_opt_a;Magunkkal visszük a megtalált értéktárgyakat, és ezzel elintézettnek tekintjük az ügyet.
nr100_poi_33b_opt_b;Foglalják le a ládát, és vele együtt a Cartwrightok minden megmaradt birtokát. Legyen ez egy lecke az összes kétszínûnek és csalónak.
nr100_poi_34_letter;...kevés gyógyír létezik a férfinak, aki elveszítette ifjonti életerejét. Az ajánlott megoldás egy egyszerû mixtúra nyers sárkánytojásból, egy csipetnyi cukorból, és egy öntetnyi paprika pálinkából. Amennyiben nem lenne kéznél sárkánytojás, úgy helyette fôzze meg egy kukorix máját, amit elôzôleg zerrikániai fûszerekbôl kevert pácban áztatott egy éjszakán át...
nr100_poi_34_letter_title;Bestiárium töredék
nr100_poi_35_letter;TÁBORI SZABÁLYOK\n\n1., Ne húgyozd le a tábortüzet!\n2., Ne szarj a sátrak mellé!\n3., Ne kiabálj hajnalban!\n\nHa megszeged a szabályokat, eltöröm a lábaidat!\n\nLippy Gudmund
nr100_poi_35_letter_title;Tábori szabályok
nr100_poi_36_desc;Felség! Lippy Gudmund harcosai csetepatéba keveredtek a fogadóban. Kancsókat törtek össze, kilyuggatták az összes söröshordót, még talán a kocsmáros macskáját is megették.  Táncolnak és vigadnak a nifgaardi hadosztály fölött aratott legutóbbi gyôzelmüket ünnepelve – és nem tûnik úgy, hogy fáradnának. Mik a parancsai?
